run_accession	study_accession	library_name	library_strategy	run_alias	fastq_ftp	sample_alias	sample_title
SRR19064579	PRJNA834801	DC057	WGS	DC057_S228_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/079/SRR19064579/SRR19064579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/079/SRR19064579/SRR19064579_2.fastq.gz	DC057	human gut metagenome
SRR19064583	PRJNA834801	DP202	WGS	DP202_S200_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/083/SRR19064583/SRR19064583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/083/SRR19064583/SRR19064583_2.fastq.gz	DP202	human gut metagenome
SRR19064584	PRJNA834801	DP200	WGS	DP200_S198_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/084/SRR19064584/SRR19064584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/084/SRR19064584/SRR19064584_2.fastq.gz	DP200	human gut metagenome
SRR19064586	PRJNA834801	DP198	WGS	DP198_S196_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/086/SRR19064586/SRR19064586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/086/SRR19064586/SRR19064586_2.fastq.gz	DP198	human gut metagenome
SRR19064589	PRJNA834801	DP197	WGS	DP197_S195_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/089/SRR19064589/SRR19064589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/089/SRR19064589/SRR19064589_2.fastq.gz	DP197	human gut metagenome
SRR19064590	PRJNA834801	DP195	WGS	DP195_S193_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/090/SRR19064590/SRR19064590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/090/SRR19064590/SRR19064590_2.fastq.gz	DP195	human gut metagenome
SRR19064591	PRJNA834801	DP194	WGS	DP194_S192_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/091/SRR19064591/SRR19064591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/091/SRR19064591/SRR19064591_2.fastq.gz	DP194	human gut metagenome
SRR19064593	PRJNA834801	DP189	WGS	DP189_S187_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/093/SRR19064593/SRR19064593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/093/SRR19064593/SRR19064593_2.fastq.gz	DP189	human gut metagenome
SRR19064594	PRJNA834801	DP188	WGS	DP188_S186_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/094/SRR19064594/SRR19064594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/094/SRR19064594/SRR19064594_2.fastq.gz	DP188	human gut metagenome
SRR19064595	PRJNA834801	DP193	WGS	DP193_S191_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/095/SRR19064595/SRR19064595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/095/SRR19064595/SRR19064595_2.fastq.gz	DP193	human gut metagenome
SRR19064597	PRJNA834801	DP186	WGS	DP186_S184_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/097/SRR19064597/SRR19064597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/097/SRR19064597/SRR19064597_2.fastq.gz	DP186	human gut metagenome
SRR19064599	PRJNA834801	DC054	WGS	DC054_S225_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/099/SRR19064599/SRR19064599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/099/SRR19064599/SRR19064599_2.fastq.gz	DC054	human gut metagenome
SRR19064604	PRJNA834801	DP127	WGS	DP127_S126_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/004/SRR19064604/SRR19064604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/004/SRR19064604/SRR19064604_2.fastq.gz	DP127	human gut metagenome
SRR19064606	PRJNA834801	DP124	WGS	DP124_S123_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/006/SRR19064606/SRR19064606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/006/SRR19064606/SRR19064606_2.fastq.gz	DP124	human gut metagenome
SRR19064607	PRJNA834801	DP123	WGS	DP123_S122_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/007/SRR19064607/SRR19064607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/007/SRR19064607/SRR19064607_2.fastq.gz	DP123	human gut metagenome
SRR19064611	PRJNA834801	DP119	WGS	DP119_S118_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/011/SRR19064611/SRR19064611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/011/SRR19064611/SRR19064611_2.fastq.gz	DP119	human gut metagenome
SRR19064616	PRJNA834801	DP114	WGS	DP114_S113_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/016/SRR19064616/SRR19064616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/016/SRR19064616/SRR19064616_2.fastq.gz	DP114	human gut metagenome
SRR19064624	PRJNA834801	DC005	WGS	DC005_S33_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/024/SRR19064624/SRR19064624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/024/SRR19064624/SRR19064624_2.fastq.gz	DC005	human gut metagenome
SRR19064626	PRJNA834801	DP078	WGS	DP078_S77_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/026/SRR19064626/SRR19064626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/026/SRR19064626/SRR19064626_2.fastq.gz	DP078	human gut metagenome
SRR19064627	PRJNA834801	DP077	WGS	DP077_S76_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19064627/SRR19064627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19064627/SRR19064627_2.fastq.gz	DP077	human gut metagenome
SRR19064628	PRJNA834801	DP074	WGS	DP074_S73_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/028/SRR19064628/SRR19064628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/028/SRR19064628/SRR19064628_2.fastq.gz	DP074	human gut metagenome
SRR19064631	PRJNA834801	DP075	WGS	DP075_S74_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19064631/SRR19064631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19064631/SRR19064631_2.fastq.gz	DP075	human gut metagenome
SRR19064633	PRJNA834801	DP070	WGS	DP070_S69_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/033/SRR19064633/SRR19064633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/033/SRR19064633/SRR19064633_2.fastq.gz	DP070	human gut metagenome
SRR19064634	PRJNA834801	DP069	WGS	DP069_S68_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064634/SRR19064634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064634/SRR19064634_2.fastq.gz	DP069	human gut metagenome
SRR19064636	PRJNA834801	DP067	WGS	DP067_S66_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/036/SRR19064636/SRR19064636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/036/SRR19064636/SRR19064636_2.fastq.gz	DP067	human gut metagenome
SRR19064638	PRJNA834801	DP065	WGS	DP065_S64_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/038/SRR19064638/SRR19064638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/038/SRR19064638/SRR19064638_2.fastq.gz	DP065	human gut metagenome
SRR19064643	PRJNA834801	DC279	WGS	DC279_UAB832_S28_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/043/SRR19064643/SRR19064643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/043/SRR19064643/SRR19064643_2.fastq.gz	DC279	human gut metagenome
SRR19064645	PRJNA834801	DC276	WGS	DC276_UAB832_S26_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/045/SRR19064645/SRR19064645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/045/SRR19064645/SRR19064645_2.fastq.gz	DC276	human gut metagenome
SRR19064647	PRJNA834801	DC273	WGS	DC273_UAB832_S93_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/047/SRR19064647/SRR19064647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/047/SRR19064647/SRR19064647_2.fastq.gz	DC273	human gut metagenome
SRR19064650	PRJNA834801	DC269	WGS	DC269_UAB832_S90_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/050/SRR19064650/SRR19064650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/050/SRR19064650/SRR19064650_2.fastq.gz	DC269	human gut metagenome
SRR19064651	PRJNA834801	DC268	WGS	DC268_UAB832_S89_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/051/SRR19064651/SRR19064651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/051/SRR19064651/SRR19064651_2.fastq.gz	DC268	human gut metagenome
SRR19064655	PRJNA834801	DC266	WGS	DC266_UAB832_S87_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/055/SRR19064655/SRR19064655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/055/SRR19064655/SRR19064655_2.fastq.gz	DC266	human gut metagenome
SRR19064656	PRJNA834801	DC265	WGS	DC265_UAB832_S86_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/056/SRR19064656/SRR19064656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/056/SRR19064656/SRR19064656_2.fastq.gz	DC265	human gut metagenome
SRR19064659	PRJNA834801	DC259	WGS	DC259_UAB832_S57_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/059/SRR19064659/SRR19064659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/059/SRR19064659/SRR19064659_2.fastq.gz	DC259	human gut metagenome
SRR19064661	PRJNA834801	DC255	WGS	DC255_UAB832_S55_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/061/SRR19064661/SRR19064661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/061/SRR19064661/SRR19064661_2.fastq.gz	DC255	human gut metagenome
SRR19064663	PRJNA834801	DC253	WGS	DC253_UAB832_S53_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/063/SRR19064663/SRR19064663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/063/SRR19064663/SRR19064663_2.fastq.gz	DC253	human gut metagenome
SRR19064665	PRJNA834801	DC252	WGS	DC252_UAB832_S52_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/065/SRR19064665/SRR19064665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/065/SRR19064665/SRR19064665_2.fastq.gz	DC252	human gut metagenome
SRR19064669	PRJNA834801	DC246	WGS	DC246_UAB832_S23_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064669/SRR19064669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064669/SRR19064669_2.fastq.gz	DC246	human gut metagenome
SRR19064670	PRJNA834801	DC245	WGS	DC245_UAB832_S22_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/070/SRR19064670/SRR19064670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/070/SRR19064670/SRR19064670_2.fastq.gz	DC245	human gut metagenome
SRR19064672	PRJNA834801	DC243	WGS	DC243_UAB832_S20_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/072/SRR19064672/SRR19064672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/072/SRR19064672/SRR19064672_2.fastq.gz	DC243	human gut metagenome
SRR19064674	PRJNA834801	DC239	WGS	DC239_UAB832_S18_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/074/SRR19064674/SRR19064674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/074/SRR19064674/SRR19064674_2.fastq.gz	DC239	human gut metagenome
SRR19064680	PRJNA834801	DC230	WGS	DC230_UAB832_S82_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/080/SRR19064680/SRR19064680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/080/SRR19064680/SRR19064680_2.fastq.gz	DC230	human gut metagenome
SRR19064316	PRJNA834801	DP317	WGS	DP317_UAB832_S4_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/016/SRR19064316/SRR19064316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/016/SRR19064316/SRR19064316_2.fastq.gz	DP317	human gut metagenome
SRR19064317	PRJNA834801	DP472	WGS	DP472_UAB832_S69_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/017/SRR19064317/SRR19064317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/017/SRR19064317/SRR19064317_2.fastq.gz	DP472	human gut metagenome
SRR19064695	PRJNA834801	DC164	WGS	DC164_S369_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/095/SRR19064695/SRR19064695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/095/SRR19064695/SRR19064695_2.fastq.gz	DC164	human gut metagenome
SRR19064320	PRJNA834801	DP473	WGS	DP473_UAB832_S70_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19064320/SRR19064320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19064320/SRR19064320_2.fastq.gz	DP473	human gut metagenome
SRR19064696	PRJNA834801	DC163	WGS	DC163_S368_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/096/SRR19064696/SRR19064696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/096/SRR19064696/SRR19064696_2.fastq.gz	DC163	human gut metagenome
SRR19064322	PRJNA834801	DC079	WGS	DC079_S287_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/022/SRR19064322/SRR19064322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/022/SRR19064322/SRR19064322_2.fastq.gz	DC079	human gut metagenome
SRR19064697	PRJNA834801	DC167	WGS	DC167_S379_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/097/SRR19064697/SRR19064697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/097/SRR19064697/SRR19064697_2.fastq.gz	DC167	human gut metagenome
SRR19064700	PRJNA834801	DC160	WGS	DC160_S365_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/000/SRR19064700/SRR19064700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/000/SRR19064700/SRR19064700_2.fastq.gz	DC160	human gut metagenome
SRR19064326	PRJNA834801	DP460	WGS	DP460_UAB832_S62_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/026/SRR19064326/SRR19064326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/026/SRR19064326/SRR19064326_2.fastq.gz	DP460	human gut metagenome
SRR19064328	PRJNA834801	DP389	WGS	DP389_UAB832_S78_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/028/SRR19064328/SRR19064328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/028/SRR19064328/SRR19064328_2.fastq.gz	DP389	human gut metagenome
SRR19064329	PRJNA834801	DP385	WGS	DP385_UAB832_S77_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064329/SRR19064329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064329/SRR19064329_2.fastq.gz	DP385	human gut metagenome
SRR19064330	PRJNA834801	DP384	WGS	DP384_UAB832_S76_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/030/SRR19064330/SRR19064330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/030/SRR19064330/SRR19064330_2.fastq.gz	DP384	human gut metagenome
SRR19064702	PRJNA834801	DC106	WGS	DC106_S313_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/002/SRR19064702/SRR19064702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/002/SRR19064702/SRR19064702_2.fastq.gz	DC106	human gut metagenome
SRR19064703	PRJNA834801	DC105	WGS	DC105_S312_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/003/SRR19064703/SRR19064703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/003/SRR19064703/SRR19064703_2.fastq.gz	DC105	human gut metagenome
SRR19064705	PRJNA834801	DC011	WGS	DC011_S59_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/005/SRR19064705/SRR19064705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/005/SRR19064705/SRR19064705_2.fastq.gz	DC011	human gut metagenome
SRR19064710	PRJNA834801	SP1113	WGS	SP1113_UAB832_S90_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/010/SRR19064710/SRR19064710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/010/SRR19064710/SRR19064710_2.fastq.gz	SP1113	human gut metagenome
SRR19064719	PRJNA834801	DP639	WGS	DP639_UAB832_S55_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19064719/SRR19064719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19064719/SRR19064719_2.fastq.gz	DP639	human gut metagenome
SRR19064331	PRJNA834801	DP383	WGS	DP383_UAB832_S75_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19064331/SRR19064331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19064331/SRR19064331_2.fastq.gz	DP383	human gut metagenome
SRR19064720	PRJNA834801	DP638	WGS	DP638_UAB832_S54_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19064720/SRR19064720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19064720/SRR19064720_2.fastq.gz	DP638	human gut metagenome
SRR19064721	PRJNA834801	DP637	WGS	DP637_UAB832_S53_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/021/SRR19064721/SRR19064721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/021/SRR19064721/SRR19064721_2.fastq.gz	DP637	human gut metagenome
SRR19064332	PRJNA834801	DP382	WGS	DP382_UAB832_S74_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/032/SRR19064332/SRR19064332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/032/SRR19064332/SRR19064332_2.fastq.gz	DP382	human gut metagenome
SRR19064723	PRJNA834801	DP585	WGS	DP585_UAB832_S5_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/023/SRR19064723/SRR19064723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/023/SRR19064723/SRR19064723_2.fastq.gz	DP585	human gut metagenome
SRR19064333	PRJNA834801	DP381	WGS	DP381_UAB832_S73_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/033/SRR19064333/SRR19064333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/033/SRR19064333/SRR19064333_2.fastq.gz	DP381	human gut metagenome
SRR19064724	PRJNA834801	DP582	WGS	DP582_UAB832_S4_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/024/SRR19064724/SRR19064724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/024/SRR19064724/SRR19064724_2.fastq.gz	DP582	human gut metagenome
SRR19064334	PRJNA834801	DP380	WGS	DP380_UAB832_S72_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064334/SRR19064334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064334/SRR19064334_2.fastq.gz	DP380	human gut metagenome
SRR19064726	PRJNA834801	DP579	WGS	DP579_UAB832_S1_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/026/SRR19064726/SRR19064726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/026/SRR19064726/SRR19064726_2.fastq.gz	DP579	human gut metagenome
SRR19064727	PRJNA834801	DP578	WGS	DP578_UAB832_S84_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19064727/SRR19064727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19064727/SRR19064727_2.fastq.gz	DP578	human gut metagenome
SRR19064732	PRJNA834801	DP574	WGS	DP574_UAB832_S81_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/032/SRR19064732/SRR19064732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/032/SRR19064732/SRR19064732_2.fastq.gz	DP574	human gut metagenome
SRR19064734	PRJNA834801	DP571	WGS	DP571_UAB832_S79_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064734/SRR19064734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064734/SRR19064734_2.fastq.gz	DP571	human gut metagenome
SRR19064739	PRJNA834801	DP566	WGS	DP566_UAB832_S74_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/039/SRR19064739/SRR19064739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/039/SRR19064739/SRR19064739_2.fastq.gz	DP566	human gut metagenome
SRR19064741	PRJNA834801	DC092	WGS	DC092_S299_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/041/SRR19064741/SRR19064741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/041/SRR19064741/SRR19064741_2.fastq.gz	DC092	human gut metagenome
SRR19064742	PRJNA834801	DP563	WGS	DP563_UAB832_S72_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/042/SRR19064742/SRR19064742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/042/SRR19064742/SRR19064742_2.fastq.gz	DP563	human gut metagenome
SRR19064743	PRJNA834801	DP486	WGS	DP486_UAB832_S89_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/043/SRR19064743/SRR19064743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/043/SRR19064743/SRR19064743_2.fastq.gz	DP486	human gut metagenome
SRR19064744	PRJNA834801	DP485	WGS	DP485_UAB832_S88_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/044/SRR19064744/SRR19064744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/044/SRR19064744/SRR19064744_2.fastq.gz	DP485	human gut metagenome
SRR19064749	PRJNA834801	DP478	WGS	DP478_UAB832_S85_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/049/SRR19064749/SRR19064749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/049/SRR19064749/SRR19064749_2.fastq.gz	DP478	human gut metagenome
SRR19064751	PRJNA834801	DP476	WGS	DP476_UAB832_S72_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/051/SRR19064751/SRR19064751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/051/SRR19064751/SRR19064751_2.fastq.gz	DP476	human gut metagenome
SRR19064754	PRJNA834801	DP354	WGS	DP354_UAB832_S46_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064754/SRR19064754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064754/SRR19064754_2.fastq.gz	DP354	human gut metagenome
SRR19064759	PRJNA834801	DP352	WGS	DP352_UAB832_S44_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/059/SRR19064759/SRR19064759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/059/SRR19064759/SRR19064759_2.fastq.gz	DP352	human gut metagenome
SRR19064767	PRJNA834801	DP341	WGS	DP341_UAB832_S24_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/067/SRR19064767/SRR19064767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/067/SRR19064767/SRR19064767_2.fastq.gz	DP341	human gut metagenome
SRR19064768	PRJNA834801	DP340	WGS	DP340_UAB832_S23_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/068/SRR19064768/SRR19064768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/068/SRR19064768/SRR19064768_2.fastq.gz	DP340	human gut metagenome
